,user,uservec,itemid,itemvec,userid
7061,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],7,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],0
7062,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],0
7063,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],0
7064,0.80.10.00.20.50.0,[0.8 0.1 0.  0.2 0.5 0. ],16,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],22
7065,0.80.60.00.00.00.0,[0.8 0.6 0.  0.  0.  0. ],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],172
7066,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],0
7067,0.90.40.10.20.20.0,[0.9 0.4 0.1 0.2 0.2 0. ],8,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],201
7068,0.70.00.00.10.00.7,[0.7 0.  0.  0.1 0.  0.7],6,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],170
7069,0.90.20.00.40.20.0,[0.9 0.2 0.  0.4 0.2 0. ],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],80
7070,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],4,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
7071,0.80.10.10.00.60.0,[0.8 0.1 0.1 0.  0.6 0. ],11,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],15
7072,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],6,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
7073,0.70.10.70.00.00.0,[0.7 0.1 0.7 0.  0.  0. ],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],97
7074,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
7075,0.80.20.50.00.20.0,[0.8 0.2 0.5 0.  0.2 0. ],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],35
7076,0.80.40.00.40.10.0,[0.8 0.4 0.  0.4 0.1 0. ],6,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],45
7077,0.80.50.10.00.20.0,[0.8 0.5 0.1 0.  0.2 0. ],16,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],2
7078,0.70.00.00.10.00.7,[0.7 0.  0.  0.1 0.  0.7],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],170
7079,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],16,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],1
7080,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],4,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
7081,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
7082,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],11,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
7083,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],13,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
7084,0.80.00.00.50.30.0,[0.8 0.  0.  0.5 0.3 0. ],16,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],24
7085,0.80.10.00.10.60.0,[0.8 0.1 0.  0.1 0.6 0. ],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],7
7086,0.80.00.00.20.00.6,[0.8 0.  0.  0.2 0.  0.6],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],178
7087,0.70.00.70.00.00.0,[0.7 0.  0.7 0.  0.  0. ],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],5
7088,0.80.50.10.00.20.0,[0.8 0.5 0.1 0.  0.2 0. ],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],2
7089,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
7090,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],11,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
7091,0.90.40.00.20.20.0,[0.9 0.4 0.  0.2 0.2 0. ],16,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],57
7092,0.80.10.00.60.20.0,[0.8 0.1 0.  0.6 0.2 0. ],4,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],104
7093,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],6,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
7094,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],6,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
7095,0.90.20.00.30.40.0,[0.9 0.2 0.  0.3 0.4 0. ],11,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],71
7096,0.70.00.70.00.00.0,[0.7 0.  0.7 0.  0.  0. ],1,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],5
7097,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],0
7098,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
7099,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],14,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],0
7100,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
7101,0.80.00.00.40.40.0,[0.8 0.  0.  0.4 0.4 0. ],1,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],25
7102,0.90.30.30.00.20.0,[0.9 0.3 0.3 0.  0.2 0. ],18,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],121
7103,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],1,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],4
7104,0.80.10.30.00.50.0,[0.8 0.1 0.3 0.  0.5 0. ],6,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],117
7105,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],0
7106,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],2,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],0
7107,0.80.50.10.00.20.0,[0.8 0.5 0.1 0.  0.2 0. ],1,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],2
7108,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
7109,0.80.50.10.10.10.0,[0.8 0.5 0.1 0.1 0.1 0. ],7,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],142
7110,0.80.00.00.60.10.0,[0.8 0.  0.  0.6 0.1 0. ],0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],11
7111,0.70.00.00.00.70.0,[0.7 0.  0.  0.  0.7 0. ],8,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],3
7112,0.90.20.30.00.30.0,[0.9 0.2 0.3 0.  0.3 0. ],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],118
7113,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],0
7114,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],11,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
7115,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],15,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],0
7116,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],1,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],0
7117,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],4,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
7118,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],0
7119,0.70.00.10.00.70.0,[0.7 0.  0.1 0.  0.7 0. ],15,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],68
7120,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],7,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],0
7121,0.80.00.60.00.10.1,[0.8 0.  0.6 0.  0.1 0.1],18,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],181
7122,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],1,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],0
7123,0.80.50.10.00.20.0,[0.8 0.5 0.1 0.  0.2 0. ],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],2
7124,0.80.20.00.20.50.0,[0.8 0.2 0.  0.2 0.5 0. ],4,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],101
7125,0.80.20.00.20.50.0,[0.8 0.2 0.  0.2 0.5 0. ],4,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],101
7126,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
7127,0.80.20.50.00.20.0,[0.8 0.2 0.5 0.  0.2 0. ],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],35
7128,0.80.00.00.20.60.0,[0.8 0.  0.  0.2 0.6 0. ],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],18
7129,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],10,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],0
7130,0.80.20.00.10.50.0,[0.8 0.2 0.  0.1 0.5 0. ],15,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],26
7131,0.80.50.10.00.20.0,[0.8 0.5 0.1 0.  0.2 0. ],6,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],2
7132,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
7133,0.80.10.60.00.00.0,[0.8 0.1 0.6 0.  0.  0. ],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],43
7134,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],10,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],0
7135,0.80.50.10.00.20.0,[0.8 0.5 0.1 0.  0.2 0. ],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],2
7136,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],0
7137,0.80.20.50.00.20.0,[0.8 0.2 0.5 0.  0.2 0. ],2,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],35
7138,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],0
7139,0.80.10.00.60.20.0,[0.8 0.1 0.  0.6 0.2 0. ],13,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],104
7140,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],15,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],0
7141,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],0
7142,0.80.00.40.00.40.0,[0.8 0.  0.4 0.  0.4 0. ],15,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],55
7143,0.80.10.50.00.20.0,[0.8 0.1 0.5 0.  0.2 0. ],7,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],46
7144,0.70.00.00.10.70.0,[0.7 0.  0.  0.1 0.7 0. ],0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],33
7145,0.70.00.00.00.70.0,[0.7 0.  0.  0.  0.7 0. ],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],3
7146,0.80.00.50.00.30.0,[0.8 0.  0.5 0.  0.3 0. ],18,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],54
7147,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],0
7148,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],14,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],0
7149,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],13,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
7150,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],0
7151,0.80.60.10.00.10.0,[0.8 0.6 0.1 0.  0.1 0. ],18,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],10
7152,0.90.40.10.10.30.0,[0.9 0.4 0.1 0.1 0.3 0. ],6,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],12
7153,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],8,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],0
7154,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],16,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],0
7155,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],1
7156,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
7157,0.90.30.00.20.30.0,[0.9 0.3 0.  0.2 0.3 0. ],0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],66
7158,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],18,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],0
7159,0.80.00.00.10.60.0,[0.8 0.  0.  0.1 0.6 0. ],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],6
7160,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],4,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
7161,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],4,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
7162,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],1,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],0
7163,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
7164,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],13,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
7165,0.80.10.10.00.00.6,[0.8 0.1 0.1 0.  0.  0.6],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],189
7166,0.80.50.10.00.20.0,[0.8 0.5 0.1 0.  0.2 0. ],2,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],2
7167,0.80.00.10.00.60.1,[0.8 0.  0.1 0.  0.6 0.1],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],280
7168,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],1
7169,0.90.20.00.40.30.0,[0.9 0.2 0.  0.4 0.3 0. ],6,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],74
7170,0.80.10.00.10.60.0,[0.8 0.1 0.  0.1 0.6 0. ],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],7
7171,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],0
7172,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],0
7173,0.70.10.00.00.00.7,[0.7 0.1 0.  0.  0.  0.7],0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],165
7174,0.80.60.00.10.10.0,[0.8 0.6 0.  0.1 0.1 0. ],2,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],14
7175,0.80.00.00.00.00.7,[0.8 0.  0.  0.  0.  0.7],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],191
7176,0.70.00.00.10.00.7,[0.7 0.  0.  0.1 0.  0.7],10,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],170
7177,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],1
7178,0.70.00.70.00.00.0,[0.7 0.  0.7 0.  0.  0. ],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],5
7179,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],0
7180,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],14,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],0
7181,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],0
7182,0.80.10.00.10.50.0,[0.8 0.1 0.  0.1 0.5 0. ],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],113
7183,0.80.00.00.60.10.1,[0.8 0.  0.  0.6 0.1 0.1],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],291
7184,0.80.20.50.00.10.0,[0.8 0.2 0.5 0.  0.1 0. ],4,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],21
7185,0.80.10.00.00.10.6,[0.8 0.1 0.  0.  0.1 0.6],11,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],112
7186,0.80.00.00.70.10.0,[0.8 0.  0.  0.7 0.1 0. ],18,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],69
7187,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],13,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
7188,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],10,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],1
7189,0.90.10.30.00.40.0,[0.9 0.1 0.3 0.  0.4 0. ],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],169
7190,0.70.00.00.00.70.0,[0.7 0.  0.  0.  0.7 0. ],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],3
7191,0.80.60.10.00.10.0,[0.8 0.6 0.1 0.  0.1 0. ],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],10
7192,0.80.00.00.50.00.3,[0.8 0.  0.  0.5 0.  0.3],4,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],232
7193,0.80.00.00.20.60.0,[0.8 0.  0.  0.2 0.6 0. ],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],18
7194,0.70.00.00.10.00.7,[0.7 0.  0.  0.1 0.  0.7],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],170
7195,0.80.00.00.20.00.6,[0.8 0.  0.  0.2 0.  0.6],16,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],178
7196,0.80.40.00.30.10.0,[0.8 0.4 0.  0.3 0.1 0. ],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],58
7197,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],10,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],0
7198,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],0
7199,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],16,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],4
7200,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],6,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],1
7201,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],6,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],1
7202,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],4
7203,0.80.00.00.20.60.0,[0.8 0.  0.  0.2 0.6 0. ],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],18
7204,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],7,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],0
7205,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],0
7206,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],7,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],0
7207,0.80.00.00.60.10.0,[0.8 0.  0.  0.6 0.1 0. ],2,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],11
7208,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],15,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],0
7209,0.80.00.00.20.60.0,[0.8 0.  0.  0.2 0.6 0. ],0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],18
7210,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],18,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],0
7211,0.80.20.00.50.20.0,[0.8 0.2 0.  0.5 0.2 0. ],8,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],89
7212,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],6,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
